ActivityNumber,HobbyName,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,WeekDays,NumberOfHours,NumberOfDates, Fee 
382.2.0601,Storytelling,Music Together®,Fall 2015,Cancelled,Music & Theater Arts,Camden Community Center,0,29/09/2015,01/12/2015,05:30 p. m.,06:15 p. m.,0,5,Tu,0,0, $212.00 
382.2.0603,String Figures,Music Together®,Fall 2015,Closed,Music & Theater Arts,Camden Community Center,7,29/09/2015,01/12/2015,10:30 a. m.,11:15 a. m.,0,5,Tu,6.75,9, $212.00 
382.2.0602,Sudoku,Music Together®   Supportive Family Class (for Sp,Fall 2015,Closed,Music & Theater Arts,Camden Community Center,4,29/09/2015,01/12/2015,06:30 p. m.,07:15 p. m.,0,12,Tu,6.75,9, $212.00 
382.2.0604,Surf Fishing,Parent & Child Ukulele,Fall 2015,Closed,Music & Theater Arts,Camden Community Center,2,28/09/2015,09/11/2015,05:30 p. m.,06:15 p. m.,4,7,M,4.5,6, $144.00 
382.2.0640,Surfing,Piano Keyboard  (Beginner),Fall 2015,Closed,Music & Theater Arts,Camden Community Center,8,15/09/2015,03/11/2015,03:30 p. m.,04:15 p. m.,6,12,Tu,6,8, $122.00 
382.2.0647,Survival,Piano Keyboard  (Beginner),Fall 2015,Closed,Music & Theater Arts,Camden Community Center,7,17/11/2015,08/12/2015,03:30 p. m.,04:15 p. m.,6,12,Tu,3,4, $61.00 
382.2.0641,Swimming,Piano Keyboard  (Continuing),Fall 2015,Closed,Music & Theater Arts,Camden Community Center,8,15/09/2015,03/11/2015,04:20 p. m.,05:05 p. m.,6,12,Tu,6,8, $122.00 
382.2.0642,Table football,Piano Keyboard  (Continuing),Fall 2015,Closed,Music & Theater Arts,Camden Community Center,8,15/09/2015,03/11/2015,05:10 p. m.,05:55 p. m.,6,12,Tu,6,8, $122.00 
382.2.0650,Table tennis,Piano Keyboard  (Continuing),Fall 2015,Closed,Music & Theater Arts,Camden Community Center,8,17/11/2015,08/12/2015,04:20 p. m.,05:05 p. m.,6,12,Tu,3,4, $61.00 
382.2.0651,Taekwondo,Piano Keyboard  (Continuing),Fall 2015,Closed,Music & Theater Arts,Camden Community Center,4,17/11/2015,08/12/2015,05:10 p. m.,05:55 p. m.,6,12,Tu,3,4, $61.00 
382.2.0605,Tai chi,Ukulele for Fun,Fall 2015,Cancelled,Music & Theater Arts,Camden Community Center,0,28/09/2015,09/11/2015,06:30 p. m.,07:15 p. m.,8,99,M,0,0, $144.00 
214.2.0648,Tatting,Beginning Youth Vocals,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,10,16/09/2015,21/10/2015,06:00 p. m.,06:50 p. m.,8,12,W,5,6, $137.00 
214.2.0617,Taxidermy,Guitar (intermediate),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,18/09/2015,06/11/2015,05:25 p. m.,06:10 p. m.,6,12,F,6,8, $122.00 
214.2.0633,Tea Tasting,Guitar (Intermediate),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,20/11/2015,18/12/2015,03:45 p. m.,04:30 p. m.,6,12,F,3,4, $61.00 
214.2.0634,Tennis,Guitar (Intermediate),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,20/11/2015,18/12/2015,04:35 p. m.,05:20 p. m.,6,12,F,3,4, $61.00 
214.2.0616,Tesla Coils,Guitar for Beginners,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,18/09/2015,06/11/2015,04:35 p. m.,05:20 p. m.,6,12,F,6,8, $122.00 
214.2.0644,Tetris,Guitar Lessons: Level 1,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,7,17/09/2015,22/10/2015,05:30 p. m.,06:20 p. m.,9,17,Th,5,6, $137.00 
214.2.0645,Textiles,Guitar Lessons: Level 1 (Adults),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,2,17/09/2015,22/10/2015,06:30 p. m.,07:20 p. m.,17,99,Th,5,6, $137.00 
214.2.0647,Texting,Junior Singers,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,16/09/2015,21/10/2015,05:00 p. m.,05:50 p. m.,6,9,W,5,6, $137.00 
214.2.0690,Tombstone Rubbing,Music Together,Fall 2015,Cancelled,Music & Theater Arts,Evergreen Community Center,0,16/09/2015,18/11/2015,10:30 a. m.,11:15 a. m.,0,5,W,0,0, $212.00 
214.2.0627,Tool Collecting,Piano Beethoven Beginners,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,19/09/2015,07/11/2015,10:25 a. m.,11:10 a. m.,4,5,Sa,6,8, $122.00 
214.2.0628,Tour skating,Piano Beethoven Beginners,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,19/09/2015,07/11/2015,11:15 a. m.,12:00 p. m.,4,5,Sa,6,8, $122.00 
214.2.0610,Toy Collecting,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,18/09/2015,06/11/2015,03:45 p. m.,04:30 p. m.,6,12,F,6,8, $122.00 
214.2.0615,Train Collecting,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,18/09/2015,06/11/2015,03:45 p. m.,04:30 p. m.,6,12,F,6,8, $122.00 
214.2.0621,Train Spotting,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,7,19/09/2015,07/11/2015,09:35 a. m.,10:20 a. m.,6,12,Sa,6,8, $122.00 
214.2.0629,Trainspotting,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,7,19/09/2015,07/11/2015,12:05 p. m.,12:50 p. m.,6,12,Sa,6,8, $122.00 
214.2.0611,Traveling,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,18/09/2015,06/11/2015,04:35 p. m.,05:20 p. m.,6,12,F,6,8, $122.00 
214.2.0612,Treasure Hunting,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,18/09/2015,06/11/2015,05:25 p. m.,06:10 p. m.,6,12,F,6,8, $122.00 
214.2.0613,Trekkie,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,18/09/2015,06/11/2015,06:15 p. m.,07:00 p. m.,6,12,F,6,8, $122.00 
214.2.0618,Triathlon,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,18/09/2015,06/11/2015,06:15 p. m.,07:00 p. m.,6,12,F,6,8, $122.00 
214.2.0620,Tutoring Children,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,19/09/2015,07/11/2015,08:45 a. m.,09:30 a. m.,6,12,Sa,6,8, $122.00 
214.2.0622,TV watching,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,19/09/2015,07/11/2015,10:25 a. m.,11:10 a. m.,6,12,Sa,6,8, $122.00 
214.2.0623,Ultimate Frisbee,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,19/09/2015,07/11/2015,11:15 a. m.,12:00 p. m.,6,12,Sa,6,8, $122.00 
214.2.0625,Urban exploration,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,19/09/2015,07/11/2015,08:45 a. m.,09:30 a. m.,6,12,Sa,6,8, $122.00 
214.2.0630,Vehicle restoration,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,7,20/11/2015,18/12/2015,03:45 p. m.,04:30 p. m.,6,12,F,3,4, $61.00 
214.2.0631,Video game collecting,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,20/11/2015,18/12/2015,04:35 p. m.,05:20 p. m.,6,12,F,3,4, $61.00 
214.2.0632,Video Games,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,20/11/2015,18/12/2015,05:25 p. m.,06:10 p. m.,6,12,F,3,4, $61.00 
214.2.0635,Video gaming,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,20/11/2015,18/12/2015,05:25 p. m.,06:10 p. m.,6,12,F,3,4, $61.00 
214.2.0636,Videophilia,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,21/11/2015,19/12/2015,08:45 a. m.,09:30 a. m.,6,12,Sa,3,4, $61.00 
214.2.0637,Vintage cars,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,21/11/2015,19/12/2015,09:35 a. m.,10:20 a. m.,6,12,Sa,3,4, $61.00 
214.2.0638,Violin,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,7,21/11/2015,19/12/2015,10:25 a. m.,11:10 a. m.,6,12,Sa,3,4, $61.00 
214.2.0640,Volleyball,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,21/11/2015,19/12/2015,08:45 a. m.,09:30 a. m.,6,12,Sa,3,4, $61.00 
214.2.0643,Volunteer,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,8,21/11/2015,19/12/2015,11:15 a. m.,12:00 p. m.,6,12,Sa,3,4, $61.00 
214.2.0624,Walking,Piano Keyboard Semi Private (Intermediate),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,4,19/09/2015,07/11/2015,12:05 p. m.,12:50 p. m.,6,12,Sa,6,8, $173.00 
214.2.0639,Warhammer,Piano Keyboard Semi-Private (Intermediate),Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,4,21/11/2015,19/12/2015,11:15 a. m.,12:00 p. m.,6,12,Sa,3,4, $86.00 
214.2.0626,Watching movies,Piano Mozart Masters,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,6,19/09/2015,07/11/2015,09:35 a. m.,10:20 a. m.,4,5,Sa,6,8, $122.00 
214.2.0641,Watching sporting events,Piano Mozart Masters,Fall 2015,Closed,Music & Theater Arts,Evergreen Community Center,4,21/11/2015,19/12/2015,09:35 a. m.,10:20 a. m.,4,5,Sa,3,4, $61.00 
214.2.0642,Water sports,Piano Mozart Masters,Fall 2015,Cancelled,Music & Theater Arts,Evergreen Community Center,0,21/11/2015,19/12/2015,10:25 a. m.,11:10 a. m.,4,5,Sa,0,0, $61.00 
234.2.0641,Weather Watcher,Drums 101,Fall 2015,Cancelled,Music & Theater Arts,Roosevelt Community Center,0,24/09/2015,08/10/2015,06:30 p. m.,07:30 p. m.,11,0,Th,3,3, $80.00 
234.2.0602,Web surfing,Guitar Continuation Class,Fall 2015,Closed,Music & Theater Arts,Roosevelt Community Center,1,12/09/2015,24/10/2015,11:00 a. m.,11:45 a. m.,6,14,Sa,5.25,7, $80.00 
234.2.0604,Weightlifting,Guitar Continuation Class,Fall 2015,Closed,Music & Theater Arts,Roosevelt Community Center,4,07/11/2015,19/12/2015,11:00 a. m.,11:45 a. m.,6,14,Sa,4.5,6, $80.00 
234.2.0601,Windsurfing,Guitar for Beginners,Fall 2015,Closed,Music & Theater Arts,Roosevelt Community Center,1,12/09/2015,24/10/2015,10:00 a. m.,10:45 a. m.,6,14,Sa,5.25,7, $80.00 
234.2.0603,Wine Making,Guitar for Beginners,Fall 2015,Closed,Music & Theater Arts,Roosevelt Community Center,6,07/11/2015,19/12/2015,10:00 a. m.,10:45 a. m.,6,14,Sa,4.5,6, $80.00 
234.2.0661,Wood carving,Ohana (Family) Ukulele,Fall 2015,Closed,Music & Theater Arts,Roosevelt Community Center,3,17/10/2015,21/11/2015,09:00 a. m.,09:45 a. m.,5,0,Sa,4.5,6, $90.00 
234.2.0632,Woodworking,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Roosevelt Community Center,5,10/09/2015,15/10/2015,04:30 p. m.,05:15 p. m.,6,12,Th,4.5,6, $80.00 
234.2.0634,Working In A Food Pantry,Piano Keyboard (Beginner),Fall 2015,Cancelled,Music & Theater Arts,Roosevelt Community Center,1,29/10/2015,10/12/2015,04:30 p. m.,05:15 p. m.,6,12,Th,0,0, $80.00 
234.2.0633,Working on cars,Piano Keyboard (Continuing),Fall 2015,Cancelled,Music & Theater Arts,Roosevelt Community Center,0,10/09/2015,10/09/2015,05:30 p. m.,06:15 p. m.,6,12,Th,0.75,1, $80.00 
234.2.0635,World Record Breaking,Piano Keyboard (Continuing),Fall 2015,Cancelled,Music & Theater Arts,Roosevelt Community Center,0,29/10/2015,10/12/2015,05:30 p. m.,06:15 p. m.,6,12,Th,0,0, $80.00 
234.2.0662,Worldbuilding,Ukulele,Fall 2015,Cancelled,Music & Theater Arts,Roosevelt Community Center,0,13/10/2015,13/10/2015,06:30 p. m.,07:30 p. m.,14,0,Tu,1,1, $80.00 
231.2.0601,Wrestling,Guitar for Beginners,Fall 2015,Cancelled,Music & Theater Arts,Seven Trees Community Center,0,17/09/2015,05/11/2015,04:30 p. m.,05:15 p. m.,6,12,Th,0,0, $97.00 
231.2.0611,Writing,Guitar for Beginners,Fall 2015,Closed,Music & Theater Arts,Seven Trees Community Center,0,19/11/2015,17/12/2015,04:30 p. m.,05:15 p. m.,6,12,Th,3,4, $48.00 
231.2.0602,Writing Music,Guitar Intermediate,Fall 2015,Cancelled,Music & Theater Arts,Seven Trees Community Center,0,17/09/2015,05/11/2015,05:20 p. m.,06:05 p. m.,6,12,Th,0,0, $97.00 
231.2.0612,Writing Songs,Guitar Intermediate,Fall 2015,Cancelled,Music & Theater Arts,Seven Trees Community Center,0,19/11/2015,17/12/2015,05:20 p. m.,06:05 p. m.,6,12,Th,0,0, $48.00 
231.2.0605,Yo-yoing,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Seven Trees Community Center,8,15/09/2015,03/11/2015,05:05 p. m.,05:50 p. m.,6,12,Tu,6,8, $97.00 
231.2.0615,Yoga,Piano Keyboard (Beginner),Fall 2015,Closed,Music & Theater Arts,Seven Trees Community Center,6,17/11/2015,08/12/2015,05:05 p. m.,05:50 p. m.,6,12,Tu,3,4, $48.00 
231.2.0606,YoYo,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Seven Trees Community Center,4,15/09/2015,03/11/2015,05:55 p. m.,06:40 p. m.,6,12,Tu,6,8, $97.00 
231.2.0616,Ziplining,Piano Keyboard (Continuing),Fall 2015,Closed,Music & Theater Arts,Seven Trees Community Center,8,17/11/2015,08/12/2015,05:55 p. m.,06:40 p. m.,6,12,Tu,3,4, $48.00 
216.2.0606,Zumba,Guitar (Intermediate),Fall 2015,Closed,Music & Theater Arts,Southside Community Center,8,14/09/2015,02/11/2015,05:10 p. m.,05:55 p. m.,6,12,M,5.25,7, $108.00 
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
